query-id	corpus-id	score
HUMA_1_001	HUMA1678_ch1_1	1
HUMA_1_002	HUMA1678_ch1_2	1
HUMA_1_003	HUMA1678_ch2_1	1
HUMA_1_004	HUMA1678_ch2_2	1
HUMA_1_005	HUMA1678_ch3_1	1
HUMA_1_006	HUMA1678_ch3_2	1
HUMA_1_007	HUMA1678_ch4_1	1
HUMA_1_008	HUMA1678_ch4_2	1
HUMA_1_009	HUMA1678_ch5_1	1
HUMA_1_010	HUMA1678_ch5_2	1
HUMA_1_011	HUMA1678_ch6_1	1
HUMA_1_012	HUMA1678_ch6_2	1
HUMA_1_013	HUMA1678_ch7_1	1
HUMA_1_014	HUMA1678_ch7_2	1
HUMA_1_015	HUMA1678_ch8_1	1
HUMA_1_016	HUMA1678_ch8_2	1
HUMA_1_017	HUMA1678_ch9_1	1
HUMA_1_018	HUMA1678_ch9_2	1
HUMA_1_019	HUMA1678_ch10_1	1
HUMA_1_020	HUMA1678_ch10_2	1
HUMA_1_021	HUMA1678_ch11_1	1
HUMA_1_022	HUMA1678_ch11_2	1
HUMA_1_023	HUMA1678_ch12_1	1
HUMA_1_024	HUMA1678_ch12_2	1
HUMA_1_025	HUMA1678_ch1_1	1
HUMA_1_027	HUMA1678_ch1_1	1
HUMA_1_029	HUMA1678_ch1_1	1
HUMA_1_031	HUMA1678_ch1_1	1
