query-id	corpus-id	score
MATH_2_002	MATH3424_ch2_1	1
MATH_2_004	MATH3424_ch4_1	1
MATH_2_006	MATH3424_ch6_1	1
MATH_2_008	MATH3424_ch1_1	1
MATH_2_009	MATH3424_ch1_15	1
MATH_2_010	MATH3424_ch1_29	1
MATH_2_011	MATH3424_ch1_42	1
MATH_2_012	MATH3424_ch1_56	1
MATH_2_013	MATH3424_ch2_1	1
MATH_2_014	MATH3424_ch2_4	1
MATH_2_015	MATH3424_ch2_7	1
MATH_2_016	MATH3424_ch2_10	1
MATH_2_017	MATH3424_ch2_13	1
MATH_2_018	MATH3424_ch3_1	1
MATH_2_019	MATH3424_ch3_21	1
MATH_2_020	MATH3424_ch3_42	1
MATH_2_021	MATH3424_ch3_63	1
MATH_2_022	MATH3424_ch3_83	1
MATH_2_023	MATH3424_ch4_1	1
MATH_2_024	MATH3424_ch4_2	1
MATH_2_025	MATH3424_ch4_3	1
MATH_2_026	MATH3424_ch4_4	1
MATH_2_027	MATH3424_ch4_5	1
MATH_2_028	MATH3424_ch5_1	1
MATH_2_029	MATH3424_ch5_25	1
MATH_2_030	MATH3424_ch5_48	1
MATH_2_031	MATH3424_ch5_71	1
MATH_2_032	MATH3424_ch5_95	1
MATH_2_033	MATH3424_ch6_1	1
MATH_2_034	MATH3424_ch6_19	1
MATH_2_035	MATH3424_ch6_37	1
MATH_2_036	MATH3424_ch6_54	1
MATH_2_037	MATH3424_ch6_72	1
MATH_2_038	MATH3424_ch7_1	1
MATH_2_039	MATH3424_ch7_20	1
MATH_2_040	MATH3424_ch7_39	1
MATH_2_041	MATH3424_ch7_57	1
MATH_2_042	MATH3424_ch7_76	1
MATH_2_043	MATH3424_ch8_1	1
MATH_2_044	MATH3424_ch8_17	1
MATH_2_045	MATH3424_ch8_32	1
MATH_2_046	MATH3424_ch8_47	1
MATH_2_047	MATH3424_ch8_63	1
MATH_2_048	MATH3424_ch9_1	1
MATH_2_049	MATH3424_ch9_20	1
MATH_2_050	MATH3424_ch9_39	1
MATH_2_051	MATH3424_ch9_59	1
MATH_2_052	MATH3424_ch9_78	1
MATH_2_053	MATH3424_ch10_1	1
MATH_2_054	MATH3424_ch10_14	1
MATH_2_055	MATH3424_ch10_27	1
MATH_2_056	MATH3424_ch10_41	1
MATH_2_057	MATH3424_ch10_54	1
MATH_2_058	MATH3424_ch11_1	1
MATH_2_059	MATH3424_ch11_17	1
MATH_2_060	MATH3424_ch11_34	1
MATH_2_061	MATH3424_ch11_51	1
MATH_2_062	MATH3424_ch11_67	1
