query-id	corpus-id	score
HUMA_6_001	HUMA1678_ch1_11	1
HUMA_6_002	HUMA1678_ch1_12	1
HUMA_6_003	HUMA1678_ch2_11	1
HUMA_6_004	HUMA1678_ch2_12	1
HUMA_6_005	HUMA1678_ch3_11	1
HUMA_6_006	HUMA1678_ch3_12	1
HUMA_6_007	HUMA1678_ch4_11	1
HUMA_6_008	HUMA1678_ch4_12	1
HUMA_6_009	HUMA1678_ch5_11	1
HUMA_6_010	HUMA1678_ch5_12	1
HUMA_6_011	HUMA1678_ch6_11	1
HUMA_6_012	HUMA1678_ch6_12	1
HUMA_6_013	HUMA1678_ch7_11	1
HUMA_6_014	HUMA1678_ch7_12	1
HUMA_6_015	HUMA1678_ch8_11	1
HUMA_6_016	HUMA1678_ch8_12	1
HUMA_6_017	HUMA1678_ch9_11	1
HUMA_6_018	HUMA1678_ch9_12	1
HUMA_6_019	HUMA1678_ch10_11	1
HUMA_6_020	HUMA1678_ch10_12	1
HUMA_6_021	HUMA1678_ch11_11	1
HUMA_6_022	HUMA1678_ch11_12	1
HUMA_6_023	HUMA1678_ch12_11	1
HUMA_6_024	HUMA1678_ch12_12	1
HUMA_6_025	HUMA1678_ch1_11	1
HUMA_6_027	HUMA1678_ch1_11	1
HUMA_6_029	HUMA1678_ch1_11	1
HUMA_6_031	HUMA1678_ch1_11	1
