query-id	corpus-id	score
COMP_3_015	COMP2011_ch1_1	1
COMP_3_016	COMP2011_ch1_10	1
COMP_3_017	COMP2011_ch1_19	1
COMP_3_018	COMP2011_ch1_29	1
COMP_3_019	COMP2011_ch1_38	1
COMP_3_020	COMP2011_ch2_1	1
COMP_3_021	COMP2011_ch2_8	1
COMP_3_022	COMP2011_ch2_15	1
COMP_3_023	COMP2011_ch2_23	1
COMP_3_024	COMP2011_ch2_30	1
COMP_3_025	COMP2011_ch3_1	1
COMP_3_026	COMP2011_ch3_8	1
COMP_3_027	COMP2011_ch3_15	1
COMP_3_028	COMP2011_ch3_21	1
COMP_3_029	COMP2011_ch3_28	1
COMP_3_030	COMP2011_ch4_1	1
COMP_3_031	COMP2011_ch4_7	1
COMP_3_032	COMP2011_ch4_14	1
COMP_3_033	COMP2011_ch4_21	1
COMP_3_034	COMP2011_ch4_27	1
COMP_3_035	COMP2011_ch5_1	1
COMP_3_036	COMP2011_ch5_4	1
COMP_3_037	COMP2011_ch5_7	1
COMP_3_038	COMP2011_ch5_11	1
COMP_3_039	COMP2011_ch5_14	1
COMP_3_040	COMP2011_ch6_1	1
COMP_3_041	COMP2011_ch6_12	1
COMP_3_042	COMP2011_ch6_23	1
COMP_3_043	COMP2011_ch6_34	1
COMP_3_044	COMP2011_ch6_45	1
COMP_3_045	COMP2011_ch7_1	1
COMP_3_046	COMP2011_ch7_11	1
COMP_3_047	COMP2011_ch7_21	1
COMP_3_048	COMP2011_ch7_32	1
COMP_3_049	COMP2011_ch7_42	1
COMP_3_050	COMP2011_ch8_1	1
COMP_3_051	COMP2011_ch8_9	1
COMP_3_052	COMP2011_ch8_17	1
COMP_3_053	COMP2011_ch8_25	1
COMP_3_054	COMP2011_ch8_33	1
COMP_3_055	COMP2011_ch9_1	1
COMP_3_056	COMP2011_ch9_3	1
COMP_3_057	COMP2011_ch9_6	1
COMP_3_058	COMP2011_ch9_9	1
COMP_3_059	COMP2011_ch9_11	1
COMP_3_060	COMP2011_ch10_1	1
COMP_3_061	COMP2011_ch10_6	1
COMP_3_062	COMP2011_ch10_11	1
COMP_3_063	COMP2011_ch10_16	1
COMP_3_064	COMP2011_ch10_21	1
COMP_3_065	COMP2011_ch11_1	1
COMP_3_066	COMP2011_ch11_6	1
COMP_3_067	COMP2011_ch11_11	1
COMP_3_068	COMP2011_ch11_16	1
COMP_3_069	COMP2011_ch11_21	1
COMP_3_070	COMP2011_ch12_1	1
COMP_3_071	COMP2011_ch12_27	1
COMP_3_072	COMP2011_ch12_54	1
COMP_3_073	COMP2011_ch12_81	1
COMP_3_074	COMP2011_ch12_107	1
COMP_3_075	COMP2011_ch13_1	1
