query-id	corpus-id	score
COMP_1_015	COMP2011_ch1_1	1
COMP_1_016	COMP2011_ch1_10	1
COMP_1_017	COMP2011_ch1_19	1
COMP_1_018	COMP2011_ch1_29	1
COMP_1_019	COMP2011_ch1_38	1
COMP_1_020	COMP2011_ch2_1	1
COMP_1_021	COMP2011_ch2_8	1
COMP_1_022	COMP2011_ch2_15	1
COMP_1_023	COMP2011_ch2_23	1
COMP_1_024	COMP2011_ch2_30	1
COMP_1_025	COMP2011_ch3_1	1
COMP_1_026	COMP2011_ch3_8	1
COMP_1_027	COMP2011_ch3_15	1
COMP_1_028	COMP2011_ch3_21	1
COMP_1_029	COMP2011_ch3_28	1
COMP_1_030	COMP2011_ch4_1	1
COMP_1_031	COMP2011_ch4_7	1
COMP_1_032	COMP2011_ch4_14	1
COMP_1_033	COMP2011_ch4_21	1
COMP_1_034	COMP2011_ch4_27	1
COMP_1_035	COMP2011_ch5_1	1
COMP_1_036	COMP2011_ch5_4	1
COMP_1_037	COMP2011_ch5_7	1
COMP_1_038	COMP2011_ch5_11	1
COMP_1_039	COMP2011_ch5_14	1
COMP_1_040	COMP2011_ch6_1	1
COMP_1_041	COMP2011_ch6_12	1
COMP_1_042	COMP2011_ch6_23	1
COMP_1_043	COMP2011_ch6_34	1
COMP_1_044	COMP2011_ch6_45	1
COMP_1_045	COMP2011_ch7_1	1
COMP_1_046	COMP2011_ch7_11	1
COMP_1_047	COMP2011_ch7_21	1
COMP_1_048	COMP2011_ch7_32	1
COMP_1_049	COMP2011_ch7_42	1
COMP_1_050	COMP2011_ch8_1	1
COMP_1_051	COMP2011_ch8_9	1
COMP_1_052	COMP2011_ch8_17	1
COMP_1_053	COMP2011_ch8_25	1
COMP_1_054	COMP2011_ch8_33	1
COMP_1_055	COMP2011_ch9_1	1
COMP_1_056	COMP2011_ch9_3	1
COMP_1_057	COMP2011_ch9_6	1
COMP_1_058	COMP2011_ch9_9	1
COMP_1_059	COMP2011_ch9_11	1
COMP_1_060	COMP2011_ch10_1	1
COMP_1_061	COMP2011_ch10_6	1
COMP_1_062	COMP2011_ch10_11	1
COMP_1_063	COMP2011_ch10_16	1
COMP_1_064	COMP2011_ch10_21	1
COMP_1_065	COMP2011_ch11_1	1
COMP_1_066	COMP2011_ch11_6	1
COMP_1_067	COMP2011_ch11_11	1
COMP_1_068	COMP2011_ch11_16	1
COMP_1_069	COMP2011_ch11_21	1
COMP_1_070	COMP2011_ch12_1	1
COMP_1_071	COMP2011_ch12_27	1
COMP_1_072	COMP2011_ch12_54	1
COMP_1_073	COMP2011_ch12_81	1
COMP_1_074	COMP2011_ch12_107	1
COMP_1_075	COMP2011_ch13_1	1
COMP_1_076	COMP2011_ch13_12	1
COMP_1_077	COMP2011_ch13_23	1
COMP_1_078	COMP2011_ch13_33	1
COMP_1_079	COMP2011_ch13_44	1
COMP_1_080	COMP2011_ch14_1	1
COMP_1_081	COMP2011_ch14_5	1
COMP_1_082	COMP2011_ch14_9	1
COMP_1_083	COMP2011_ch14_13	1
COMP_1_084	COMP2011_ch14_17	1
COMP_1_085	COMP2011_ch15_1	1
COMP_1_086	COMP2011_ch15_5	1
COMP_1_087	COMP2011_ch15_9	1
COMP_1_088	COMP2011_ch15_14	1
COMP_1_089	COMP2011_ch15_18	1
COMP_1_090	COMP2011_ch16_1	1
COMP_1_091	COMP2011_ch16_3	1
COMP_1_092	COMP2011_ch16_6	1
COMP_1_093	COMP2011_ch16_9	1
COMP_1_094	COMP2011_ch16_11	1
COMP_1_095	COMP2011_ch17_1	1
COMP_1_096	COMP2011_ch17_6	1
COMP_1_097	COMP2011_ch17_11	1
COMP_1_098	COMP2011_ch17_15	1
COMP_1_099	COMP2011_ch17_20	1
COMP_1_100	COMP2011_ch18_1	1
COMP_1_101	COMP2011_ch18_4	1
COMP_1_102	COMP2011_ch18_7	1
COMP_1_103	COMP2011_ch18_9	1
COMP_1_104	COMP2011_ch18_12	1
COMP_1_105	COMP2012_ch1_1	1
COMP_1_106	COMP2012_ch1_13	1
COMP_1_107	COMP2012_ch1_25	1
COMP_1_108	COMP2012_ch1_36	1
COMP_1_109	COMP2012_ch1_48	1
COMP_1_110	COMP2012_ch2_1	1
COMP_1_111	COMP2012_ch2_17	1
COMP_1_112	COMP2012_ch2_32	1
COMP_1_113	COMP2012_ch2_47	1
COMP_1_114	COMP2012_ch2_63	1
COMP_1_115	COMP2012_ch3_1	1
COMP_1_116	COMP2012_ch3_27	1
COMP_1_117	COMP2012_ch3_54	1
COMP_1_118	COMP2012_ch3_81	1
COMP_1_119	COMP2012_ch3_107	1
COMP_1_120	COMP2012_ch4_1	1
COMP_1_121	COMP2012_ch4_20	1
COMP_1_122	COMP2012_ch4_39	1
COMP_1_123	COMP2012_ch4_58	1
COMP_1_124	COMP2012_ch4_77	1
COMP_1_125	COMP2012_ch5_1	1
COMP_1_126	COMP2012_ch5_5	1
COMP_1_127	COMP2012_ch5_8	1
COMP_1_128	COMP2012_ch5_11	1
COMP_1_129	COMP2012_ch5_15	1
COMP_1_130	COMP2012_ch6_1	1
COMP_1_131	COMP2012_ch6_13	1
COMP_1_132	COMP2012_ch6_24	1
COMP_1_133	COMP2012_ch6_35	1
COMP_1_134	COMP2012_ch6_47	1
COMP_1_135	COMP2012_ch7_1	1
COMP_1_136	COMP2012_ch7_9	1
COMP_1_137	COMP2012_ch7_17	1
COMP_1_138	COMP2012_ch7_25	1
COMP_1_139	COMP2012_ch7_33	1
COMP_1_140	COMP2012_ch8_1	1
COMP_1_141	COMP2012_ch8_9	1
COMP_1_142	COMP2012_ch8_18	1
COMP_1_143	COMP2012_ch8_27	1
COMP_1_144	COMP2012_ch8_35	1
COMP_1_145	COMP2012_ch9_1	1
COMP_1_146	COMP2012_ch9_5	1
COMP_1_147	COMP2012_ch9_10	1
COMP_1_148	COMP2012_ch9_15	1
COMP_1_149	COMP2012_ch9_19	1
COMP_1_150	COMP2012_ch10_1	1
COMP_1_151	COMP2012_ch10_4	1
COMP_1_152	COMP2012_ch10_7	1
COMP_1_153	COMP2012_ch10_10	1
COMP_1_154	COMP2012_ch10_13	1
COMP_1_155	COMP2012_ch11_1	1
COMP_1_156	COMP2012_ch11_6	1
COMP_1_157	COMP2012_ch11_11	1
COMP_1_158	COMP2012_ch11_17	1
COMP_1_159	COMP2012_ch11_22	1
COMP_1_160	COMP2012_ch12_1	1
COMP_1_161	COMP2012_ch12_16	1
COMP_1_162	COMP2012_ch12_31	1
COMP_1_163	COMP2012_ch12_45	1
COMP_1_164	COMP2012_ch12_60	1
