query-id	corpus-id	score
COMP_2_015	COMP2011_ch1_1	1
COMP_2_016	COMP2011_ch1_10	1
COMP_2_017	COMP2011_ch1_19	1
COMP_2_018	COMP2011_ch1_29	1
COMP_2_019	COMP2011_ch1_38	1
COMP_2_020	COMP2011_ch2_1	1
COMP_2_021	COMP2011_ch2_8	1
COMP_2_022	COMP2011_ch2_15	1
COMP_2_023	COMP2011_ch2_23	1
COMP_2_024	COMP2011_ch2_30	1
COMP_2_025	COMP2011_ch3_1	1
COMP_2_026	COMP2011_ch3_8	1
COMP_2_027	COMP2011_ch3_15	1
COMP_2_028	COMP2011_ch3_21	1
COMP_2_029	COMP2011_ch3_28	1
COMP_2_030	COMP2011_ch4_1	1
COMP_2_031	COMP2011_ch4_7	1
COMP_2_032	COMP2011_ch4_14	1
COMP_2_033	COMP2011_ch4_21	1
COMP_2_034	COMP2011_ch4_27	1
COMP_2_035	COMP2011_ch5_1	1
COMP_2_036	COMP2011_ch5_4	1
COMP_2_037	COMP2011_ch5_7	1
COMP_2_038	COMP2011_ch5_11	1
COMP_2_039	COMP2011_ch5_14	1
COMP_2_040	COMP2011_ch6_1	1
COMP_2_041	COMP2011_ch6_12	1
COMP_2_042	COMP2011_ch6_23	1
COMP_2_043	COMP2011_ch6_34	1
COMP_2_044	COMP2011_ch6_45	1
COMP_2_045	COMP2011_ch7_1	1
COMP_2_046	COMP2011_ch7_11	1
COMP_2_047	COMP2011_ch7_21	1
COMP_2_048	COMP2011_ch7_32	1
COMP_2_049	COMP2011_ch7_42	1
COMP_2_050	COMP2011_ch8_1	1
COMP_2_051	COMP2011_ch8_9	1
COMP_2_052	COMP2011_ch8_17	1
COMP_2_053	COMP2011_ch8_25	1
COMP_2_054	COMP2011_ch8_33	1
COMP_2_055	COMP2011_ch9_1	1
COMP_2_056	COMP2011_ch9_3	1
COMP_2_057	COMP2011_ch9_6	1
COMP_2_058	COMP2011_ch9_9	1
COMP_2_059	COMP2011_ch9_11	1
COMP_2_060	COMP2011_ch10_1	1
COMP_2_061	COMP2011_ch10_6	1
COMP_2_062	COMP2011_ch10_11	1
COMP_2_063	COMP2011_ch10_16	1
COMP_2_064	COMP2011_ch10_21	1
COMP_2_065	COMP2011_ch11_1	1
COMP_2_066	COMP2011_ch11_6	1
COMP_2_067	COMP2011_ch11_11	1
COMP_2_068	COMP2011_ch11_16	1
COMP_2_069	COMP2011_ch11_21	1
COMP_2_070	COMP2011_ch12_1	1
