query-id	corpus-id	score
MATH_3_002	MATH3424_ch2_1	1
MATH_3_004	MATH3424_ch4_1	1
MATH_3_006	MATH3424_ch6_1	1
MATH_3_008	MATH3424_ch1_1	1
MATH_3_009	MATH3424_ch1_15	1
MATH_3_010	MATH3424_ch1_29	1
MATH_3_011	MATH3424_ch1_42	1
MATH_3_012	MATH3424_ch1_56	1
MATH_3_013	MATH3424_ch2_1	1
MATH_3_014	MATH3424_ch2_4	1
MATH_3_015	MATH3424_ch2_7	1
MATH_3_016	MATH3424_ch2_10	1
MATH_3_017	MATH3424_ch2_13	1
MATH_3_018	MATH3424_ch3_1	1
MATH_3_019	MATH3424_ch3_21	1
MATH_3_020	MATH3424_ch3_42	1
MATH_3_021	MATH3424_ch3_63	1
MATH_3_022	MATH3424_ch3_83	1
MATH_3_023	MATH3424_ch4_1	1
MATH_3_024	MATH3424_ch4_2	1
MATH_3_025	MATH3424_ch4_3	1
MATH_3_026	MATH3424_ch4_4	1
MATH_3_027	MATH3424_ch4_5	1
MATH_3_028	MATH3424_ch5_1	1
MATH_3_029	MATH3424_ch5_25	1
MATH_3_030	MATH3424_ch5_48	1
MATH_3_031	MATH3424_ch5_71	1
MATH_3_032	MATH3424_ch5_95	1
MATH_3_033	MATH3424_ch6_1	1
MATH_3_034	MATH3424_ch6_19	1
MATH_3_035	MATH3424_ch6_37	1
MATH_3_036	MATH3424_ch6_54	1
MATH_3_037	MATH3424_ch6_72	1
MATH_3_038	MATH3424_ch7_1	1
MATH_3_039	MATH3424_ch7_20	1
MATH_3_040	MATH3424_ch7_39	1
MATH_3_041	MATH3424_ch7_57	1
MATH_3_042	MATH3424_ch7_76	1
MATH_3_043	MATH3424_ch8_1	1
MATH_3_044	MATH3424_ch8_17	1
MATH_3_045	MATH3424_ch8_32	1
MATH_3_046	MATH3424_ch8_47	1
MATH_3_047	MATH3424_ch8_63	1
MATH_3_048	MATH3424_ch9_1	1
MATH_3_049	MATH3424_ch9_20	1
MATH_3_050	MATH3424_ch9_39	1
MATH_3_051	MATH3424_ch9_59	1
MATH_3_052	MATH3424_ch9_78	1
MATH_3_053	MATH3424_ch10_1	1
MATH_3_054	MATH3424_ch10_14	1
MATH_3_055	MATH3424_ch10_27	1
MATH_3_056	MATH3424_ch10_41	1
MATH_3_057	MATH3424_ch10_54	1
MATH_3_058	MATH3424_ch11_1	1
MATH_3_059	MATH3424_ch11_17	1
MATH_3_060	MATH3424_ch11_34	1
MATH_3_061	MATH3424_ch11_51	1
MATH_3_062	MATH3424_ch11_67	1
