query-id	corpus-id	score
MATH_4_002	MATH3424_ch2_1	1
MATH_4_004	MATH3424_ch4_1	1
MATH_4_006	MATH3424_ch6_1	1
MATH_4_008	MATH3424_ch1_1	1
MATH_4_009	MATH3424_ch1_15	1
MATH_4_010	MATH3424_ch1_29	1
MATH_4_011	MATH3424_ch1_42	1
MATH_4_012	MATH3424_ch1_56	1
MATH_4_013	MATH3424_ch2_1	1
MATH_4_014	MATH3424_ch2_4	1
MATH_4_015	MATH3424_ch2_7	1
MATH_4_016	MATH3424_ch2_10	1
MATH_4_017	MATH3424_ch2_13	1
MATH_4_018	MATH3424_ch3_1	1
MATH_4_019	MATH3424_ch3_21	1
MATH_4_020	MATH3424_ch3_42	1
MATH_4_021	MATH3424_ch3_63	1
MATH_4_022	MATH3424_ch3_83	1
MATH_4_023	MATH3424_ch4_1	1
MATH_4_024	MATH3424_ch4_2	1
MATH_4_025	MATH3424_ch4_3	1
MATH_4_026	MATH3424_ch4_4	1
MATH_4_027	MATH3424_ch4_5	1
MATH_4_028	MATH3424_ch5_1	1
MATH_4_029	MATH3424_ch5_25	1
MATH_4_030	MATH3424_ch5_48	1
MATH_4_031	MATH3424_ch5_71	1
MATH_4_032	MATH3424_ch5_95	1
MATH_4_033	MATH3424_ch6_1	1
MATH_4_034	MATH3424_ch6_19	1
MATH_4_035	MATH3424_ch6_37	1
MATH_4_036	MATH3424_ch6_54	1
MATH_4_037	MATH3424_ch6_72	1
MATH_4_038	MATH3424_ch7_1	1
MATH_4_039	MATH3424_ch7_20	1
MATH_4_040	MATH3424_ch7_39	1
MATH_4_041	MATH3424_ch7_57	1
MATH_4_042	MATH3424_ch7_76	1
MATH_4_043	MATH3424_ch8_1	1
MATH_4_044	MATH3424_ch8_17	1
MATH_4_045	MATH3424_ch8_32	1
MATH_4_046	MATH3424_ch8_47	1
MATH_4_047	MATH3424_ch8_63	1
MATH_4_048	MATH3424_ch9_1	1
MATH_4_049	MATH3424_ch9_20	1
MATH_4_050	MATH3424_ch9_39	1
MATH_4_051	MATH3424_ch9_59	1
MATH_4_052	MATH3424_ch9_78	1
MATH_4_053	MATH3424_ch10_1	1
MATH_4_054	MATH3424_ch10_14	1
MATH_4_055	MATH3424_ch10_27	1
MATH_4_056	MATH3424_ch10_41	1
MATH_4_057	MATH3424_ch10_54	1
MATH_4_058	MATH3424_ch11_1	1
MATH_4_059	MATH3424_ch11_17	1
MATH_4_060	MATH3424_ch11_34	1
MATH_4_061	MATH3424_ch11_51	1
MATH_4_062	MATH3424_ch11_67	1
