query-id	corpus-id	score
COMP_6_015	COMP2011_ch1_1	1
COMP_6_016	COMP2011_ch1_10	1
COMP_6_017	COMP2011_ch1_19	1
COMP_6_018	COMP2011_ch1_29	1
COMP_6_019	COMP2011_ch1_38	1
COMP_6_020	COMP2011_ch2_1	1
COMP_6_021	COMP2011_ch2_8	1
COMP_6_022	COMP2011_ch2_15	1
COMP_6_023	COMP2011_ch2_23	1
COMP_6_024	COMP2011_ch2_30	1
COMP_6_025	COMP2011_ch3_1	1
COMP_6_026	COMP2011_ch3_8	1
COMP_6_027	COMP2011_ch3_15	1
COMP_6_028	COMP2011_ch3_21	1
COMP_6_029	COMP2011_ch3_28	1
COMP_6_030	COMP2011_ch4_1	1
COMP_6_031	COMP2011_ch4_7	1
COMP_6_032	COMP2011_ch4_14	1
COMP_6_033	COMP2011_ch4_21	1
COMP_6_034	COMP2011_ch4_27	1
COMP_6_035	COMP2011_ch5_1	1
COMP_6_036	COMP2011_ch5_4	1
COMP_6_037	COMP2011_ch5_7	1
COMP_6_038	COMP2011_ch5_11	1
COMP_6_039	COMP2011_ch5_14	1
COMP_6_040	COMP2011_ch6_1	1
COMP_6_041	COMP2011_ch6_12	1
COMP_6_042	COMP2011_ch6_23	1
COMP_6_043	COMP2011_ch6_34	1
COMP_6_044	COMP2011_ch6_45	1
COMP_6_045	COMP2011_ch7_1	1
COMP_6_046	COMP2011_ch7_11	1
COMP_6_047	COMP2011_ch7_21	1
COMP_6_048	COMP2011_ch7_32	1
COMP_6_049	COMP2011_ch7_42	1
COMP_6_050	COMP2011_ch8_1	1
COMP_6_051	COMP2011_ch8_9	1
COMP_6_052	COMP2011_ch8_17	1
COMP_6_053	COMP2011_ch8_25	1
COMP_6_054	COMP2011_ch8_33	1
COMP_6_055	COMP2011_ch9_1	1
COMP_6_056	COMP2011_ch9_3	1
COMP_6_057	COMP2011_ch9_6	1
COMP_6_058	COMP2011_ch9_9	1
COMP_6_059	COMP2011_ch9_11	1
COMP_6_060	COMP2011_ch10_1	1
COMP_6_061	COMP2011_ch10_6	1
COMP_6_062	COMP2011_ch10_11	1
COMP_6_063	COMP2011_ch10_16	1
COMP_6_064	COMP2011_ch10_21	1
COMP_6_065	COMP2011_ch11_1	1
COMP_6_066	COMP2011_ch11_6	1
COMP_6_067	COMP2011_ch11_11	1
COMP_6_068	COMP2011_ch11_16	1
COMP_6_069	COMP2011_ch11_21	1
COMP_6_070	COMP2011_ch12_1	1
COMP_6_071	COMP2011_ch12_27	1
COMP_6_072	COMP2011_ch12_54	1
COMP_6_073	COMP2011_ch12_81	1
COMP_6_074	COMP2011_ch12_107	1
COMP_6_075	COMP2011_ch13_1	1
COMP_6_076	COMP2011_ch13_12	1
COMP_6_077	COMP2011_ch13_23	1
COMP_6_078	COMP2011_ch13_33	1
COMP_6_079	COMP2011_ch13_44	1
COMP_6_080	COMP2011_ch14_1	1
COMP_6_081	COMP2011_ch14_5	1
COMP_6_082	COMP2011_ch14_9	1
COMP_6_083	COMP2011_ch14_13	1
COMP_6_084	COMP2011_ch14_17	1
COMP_6_085	COMP2011_ch15_1	1
COMP_6_086	COMP2011_ch15_5	1
COMP_6_087	COMP2011_ch15_9	1
COMP_6_088	COMP2011_ch15_14	1
COMP_6_089	COMP2011_ch15_18	1
COMP_6_090	COMP2011_ch16_1	1
COMP_6_091	COMP2011_ch16_3	1
COMP_6_092	COMP2011_ch16_6	1
COMP_6_093	COMP2011_ch16_9	1
COMP_6_094	COMP2011_ch16_11	1
COMP_6_095	COMP2011_ch17_1	1
COMP_6_096	COMP2011_ch17_6	1
COMP_6_097	COMP2011_ch17_11	1
COMP_6_098	COMP2011_ch17_15	1
COMP_6_099	COMP2011_ch17_20	1
