query-id	corpus-id	score
ECON_1_02	ECON1220_ch7_37	1
ECON_1_04	ECON1220_ch7_4	1
ECON_1_06	ECON1220_ch1_11	1
ECON_1_08	ECON1220_ch1_9	1
ECON_1_09	ECON1220_ch7_4	1
ECON_1_10	ECON1220_ch7_60	1
ECON_1_11	ECON1220_ch4_31	1
ECON_1_12	ECON1220_ch4_16	1
ECON_1_13	ECON1220_ch4_27	1
ECON_1_14	ECON1220_ch7_37	1
ECON_1_15	ECON1220_ch7_48	1
ECON_1_16	ECON1220_ch7_49	1
ECON_1_17	ECON1220_ch7_24	1
ECON_1_18	ECON1220_ch7_13	1
ECON_1_19	ECON1220_ch4_38	1
ECON_1_20	ECON1220_ch1_35	1
ECON_1_21	ECON1220_ch1_1	1
ECON_1_22	ECON1220_ch1_25	1
ECON_1_23	ECON1220_ch1_49	1
ECON_1_24	ECON1220_ch2_1	1
ECON_1_25	ECON1220_ch2_13	1
ECON_1_26	ECON1220_ch2_25	1
ECON_1_27	ECON1220_ch3_1	1
ECON_1_28	ECON1220_ch3_34	1
ECON_1_29	ECON1220_ch3_66	1
ECON_1_30	ECON1220_ch4_1	1
ECON_1_31	ECON1220_ch4_46	1
ECON_1_32	ECON1220_ch4_90	1
ECON_1_33	ECON1220_ch5_1	1
ECON_1_34	ECON1220_ch5_26	1
ECON_1_35	ECON1220_ch5_51	1
ECON_1_36	ECON1220_ch6_1	1
ECON_1_37	ECON1220_ch6_13	1
ECON_1_38	ECON1220_ch6_25	1
ECON_1_39	ECON1220_ch7_1	1
ECON_1_40	ECON1220_ch7_39	1
ECON_1_41	ECON1220_ch7_76	1
ECON_1_42	ECON1220_ch8_1	1
ECON_1_43	ECON1220_ch8_36	1
ECON_1_44	ECON1220_ch8_71	1
ECON_1_45	ECON1220_ch9_1	1
ECON_1_46	ECON1220_ch9_22	1
ECON_1_47	ECON1220_ch9_42	1
ECON_1_48	ECON1220_ch10_1	1
ECON_1_49	ECON1220_ch10_25	1
ECON_1_50	ECON1220_ch10_48	1
ECON_1_51	ECON1220_ch11_1	1
ECON_1_52	ECON1220_ch11_32	1
ECON_1_53	ECON1220_ch11_63	1
