query-id	corpus-id	score
HUMA_5_001	HUMA1678_ch1_9	1
HUMA_5_002	HUMA1678_ch1_10	1
HUMA_5_003	HUMA1678_ch2_9	1
HUMA_5_004	HUMA1678_ch2_10	1
HUMA_5_005	HUMA1678_ch3_9	1
HUMA_5_006	HUMA1678_ch3_10	1
HUMA_5_007	HUMA1678_ch4_9	1
HUMA_5_008	HUMA1678_ch4_10	1
HUMA_5_009	HUMA1678_ch5_9	1
HUMA_5_010	HUMA1678_ch5_10	1
HUMA_5_011	HUMA1678_ch6_9	1
HUMA_5_012	HUMA1678_ch6_10	1
HUMA_5_013	HUMA1678_ch7_9	1
HUMA_5_014	HUMA1678_ch7_10	1
HUMA_5_015	HUMA1678_ch8_9	1
HUMA_5_016	HUMA1678_ch8_10	1
HUMA_5_017	HUMA1678_ch9_9	1
HUMA_5_018	HUMA1678_ch9_10	1
HUMA_5_019	HUMA1678_ch10_9	1
HUMA_5_020	HUMA1678_ch10_10	1
HUMA_5_021	HUMA1678_ch11_9	1
HUMA_5_022	HUMA1678_ch11_10	1
HUMA_5_023	HUMA1678_ch12_9	1
HUMA_5_024	HUMA1678_ch12_10	1
HUMA_5_025	HUMA1678_ch1_9	1
HUMA_5_027	HUMA1678_ch1_9	1
HUMA_5_029	HUMA1678_ch1_9	1
HUMA_5_031	HUMA1678_ch1_9	1
