query-id	corpus-id	score
ECON_4_02	ECON1220_ch7_47	1
ECON_4_04	ECON1220_ch7_7	1
ECON_4_06	ECON1220_ch4_17	1
ECON_4_08	ECON1220_ch4_30	1
ECON_4_09	ECON1220_ch7_52	1
ECON_4_10	ECON1220_ch1_22	1
ECON_4_11	ECON1220_ch1_18	1
ECON_4_12	ECON1220_ch1_40	1
ECON_4_13	ECON1220_ch7_24	1
ECON_4_14	ECON1220_ch7_60	1
ECON_4_15	ECON1220_ch1_41	1
ECON_4_16	ECON1220_ch7_66	1
ECON_4_17	ECON1220_ch4_18	1
ECON_4_18	ECON1220_ch1_32	1
ECON_4_19	ECON1220_ch4_38	1
ECON_4_20	ECON1220_ch7_46	1
ECON_4_21	ECON1220_ch1_1	1
ECON_4_22	ECON1220_ch1_25	1
ECON_4_23	ECON1220_ch1_49	1
ECON_4_24	ECON1220_ch2_1	1
ECON_4_25	ECON1220_ch2_13	1
ECON_4_26	ECON1220_ch2_25	1
ECON_4_27	ECON1220_ch3_1	1
ECON_4_28	ECON1220_ch3_34	1
ECON_4_29	ECON1220_ch3_66	1
ECON_4_30	ECON1220_ch4_1	1
ECON_4_31	ECON1220_ch4_46	1
ECON_4_32	ECON1220_ch4_90	1
ECON_4_33	ECON1220_ch5_1	1
ECON_4_34	ECON1220_ch5_26	1
ECON_4_35	ECON1220_ch5_51	1
ECON_4_36	ECON1220_ch6_1	1
ECON_4_37	ECON1220_ch6_13	1
ECON_4_38	ECON1220_ch6_25	1
ECON_4_39	ECON1220_ch7_1	1
ECON_4_40	ECON1220_ch7_39	1
ECON_4_41	ECON1220_ch7_76	1
ECON_4_42	ECON1220_ch8_1	1
ECON_4_43	ECON1220_ch8_36	1
ECON_4_44	ECON1220_ch8_71	1
ECON_4_45	ECON1220_ch9_1	1
ECON_4_46	ECON1220_ch9_22	1
ECON_4_47	ECON1220_ch9_42	1
ECON_4_48	ECON1220_ch10_1	1
ECON_4_49	ECON1220_ch10_25	1
ECON_4_50	ECON1220_ch10_48	1
ECON_4_51	ECON1220_ch11_1	1
ECON_4_52	ECON1220_ch11_32	1
ECON_4_53	ECON1220_ch11_63	1
