query-id	corpus-id	score
ECON_3_02	ECON1220_ch7_7	1
ECON_3_04	ECON1220_ch7_49	1
ECON_3_06	ECON1220_ch7_27	1
ECON_3_08	ECON1220_ch7_60	1
ECON_3_09	ECON1220_ch7_65	1
ECON_3_10	ECON1220_ch7_63	1
ECON_3_11	ECON1220_ch7_12	1
ECON_3_12	ECON1220_ch7_14	1
ECON_3_13	ECON1220_ch7_22	1
ECON_3_14	ECON1220_ch7_28	1
ECON_3_15	ECON1220_ch7_41	1
ECON_3_16	ECON1220_ch7_44	1
ECON_3_17	ECON1220_ch7_71	1
ECON_3_18	ECON1220_ch7_73	1
ECON_3_19	ECON1220_ch1_12	1
ECON_3_20	ECON1220_ch1_44	1
ECON_3_21	ECON1220_ch1_1	1
ECON_3_22	ECON1220_ch1_25	1
ECON_3_23	ECON1220_ch1_49	1
ECON_3_24	ECON1220_ch2_1	1
ECON_3_25	ECON1220_ch2_13	1
ECON_3_26	ECON1220_ch2_25	1
ECON_3_27	ECON1220_ch3_1	1
ECON_3_28	ECON1220_ch3_34	1
ECON_3_29	ECON1220_ch3_66	1
ECON_3_30	ECON1220_ch4_1	1
ECON_3_31	ECON1220_ch4_46	1
ECON_3_32	ECON1220_ch4_90	1
ECON_3_33	ECON1220_ch5_1	1
ECON_3_34	ECON1220_ch5_26	1
ECON_3_35	ECON1220_ch5_51	1
ECON_3_36	ECON1220_ch6_1	1
ECON_3_37	ECON1220_ch6_13	1
ECON_3_38	ECON1220_ch6_25	1
ECON_3_39	ECON1220_ch7_1	1
ECON_3_40	ECON1220_ch7_39	1
ECON_3_41	ECON1220_ch7_76	1
ECON_3_42	ECON1220_ch8_1	1
ECON_3_43	ECON1220_ch8_36	1
ECON_3_44	ECON1220_ch8_71	1
ECON_3_45	ECON1220_ch9_1	1
ECON_3_46	ECON1220_ch9_22	1
ECON_3_47	ECON1220_ch9_42	1
ECON_3_48	ECON1220_ch10_1	1
ECON_3_49	ECON1220_ch10_25	1
ECON_3_50	ECON1220_ch10_48	1
ECON_3_51	ECON1220_ch11_1	1
ECON_3_52	ECON1220_ch11_32	1
ECON_3_53	ECON1220_ch11_63	1
