query-id	corpus-id	score
ECON_2_02	ECON1220_ch7_46	1
ECON_2_04	ECON1220_ch7_7	1
ECON_2_06	ECON1220_ch7_49	1
ECON_2_08	ECON1220_ch7_10	1
ECON_2_09	ECON1220_ch7_24	1
ECON_2_10	ECON1220_ch1_14	1
ECON_2_11	ECON1220_ch4_10	1
ECON_2_12	ECON1220_ch7_75	1
ECON_2_13	ECON1220_ch7_56	1
ECON_2_14	ECON1220_ch7_20	1
ECON_2_15	ECON1220_ch4_24	1
ECON_2_16	ECON1220_ch4_16	1
ECON_2_17	ECON1220_ch4_33	1
ECON_2_18	ECON1220_ch4_40	1
ECON_2_19	ECON1220_ch7_16	1
ECON_2_20	ECON1220_ch7_46	1
ECON_2_21	ECON1220_ch1_1	1
ECON_2_22	ECON1220_ch1_25	1
ECON_2_23	ECON1220_ch1_49	1
ECON_2_24	ECON1220_ch2_1	1
ECON_2_25	ECON1220_ch2_13	1
ECON_2_26	ECON1220_ch2_25	1
ECON_2_27	ECON1220_ch3_1	1
ECON_2_28	ECON1220_ch3_34	1
ECON_2_29	ECON1220_ch3_66	1
ECON_2_30	ECON1220_ch4_1	1
ECON_2_31	ECON1220_ch4_46	1
ECON_2_32	ECON1220_ch4_90	1
ECON_2_33	ECON1220_ch5_1	1
ECON_2_34	ECON1220_ch5_26	1
ECON_2_35	ECON1220_ch5_51	1
ECON_2_36	ECON1220_ch6_1	1
ECON_2_37	ECON1220_ch6_13	1
ECON_2_38	ECON1220_ch6_25	1
ECON_2_39	ECON1220_ch7_1	1
ECON_2_40	ECON1220_ch7_39	1
ECON_2_41	ECON1220_ch7_76	1
ECON_2_42	ECON1220_ch8_1	1
ECON_2_43	ECON1220_ch8_36	1
ECON_2_44	ECON1220_ch8_71	1
ECON_2_45	ECON1220_ch9_1	1
ECON_2_46	ECON1220_ch9_22	1
ECON_2_47	ECON1220_ch9_42	1
ECON_2_48	ECON1220_ch10_1	1
ECON_2_49	ECON1220_ch10_25	1
ECON_2_50	ECON1220_ch10_48	1
ECON_2_51	ECON1220_ch11_1	1
ECON_2_52	ECON1220_ch11_32	1
ECON_2_53	ECON1220_ch11_63	1
